id,user_id,order_date,status
100183,68698,2024-10-18,placed
100184,74628,2024-11-08,completed
100185,65603,2024-01-09,placed
100186,79073,2024-12-30,placed
100187,59069,2024-09-25,placed
100188,16545,2024-08-13,completed
100189,70883,2024-05-06,return_pending
100190,77805,2024-09-10,return_pending
100191,96747,2024-05-12,returned
100192,97304,2024-01-20,return_pending
100193,54776,2024-04-26,returned
100194,51820,2024-05-19,return_pending
100195,73784,2024-10-30,return_pending
100196,66410,2024-11-17,placed
100197,74673,2024-05-26,shipped
100198,49113,2024-01-28,completed
100199,76395,2024-12-17,shipped
100200,9827,2024-06-20,shipped
100201,72729,2024-11-29,return_pending
100202,32711,2024-07-06,completed
100203,40956,2024-03-16,returned
100204,18915,2024-04-16,shipped
100205,50943,2024-04-04,returned
100206,96677,2024-05-31,completed
100207,29881,2024-12-24,return_pending
100208,92748,2024-02-20,completed
100209,90600,2024-12-22,return_pending
100210,29244,2024-07-14,return_pending
100211,72078,2024-09-26,returned
100212,70253,2024-02-09,shipped
100213,72690,2024-01-11,returned
100214,72552,2024-09-12,placed
100215,26396,2024-10-10,return_pending
100216,15108,2024-12-22,returned
100217,4906,2024-11-29,placed
100218,24319,2024-12-27,return_pending
100219,69609,2024-08-03,placed
100220,13647,2024-01-23,shipped
100221,47633,2024-09-25,returned
100222,74661,2024-08-24,returned
100223,94289,2024-04-15,completed
100224,92549,2024-01-07,completed
100225,48850,2024-11-10,shipped
100226,88573,2024-08-27,completed
100227,37765,2024-05-22,returned
100228,68484,2024-08-04,returned
100229,69453,2024-01-14,completed
100230,68383,2024-05-12,returned
100231,64566,2024-04-29,return_pending
100232,9008,2024-10-20,placed
100233,91410,2024-01-21,returned
100234,70985,2024-09-13,returned
100235,141,2024-02-01,shipped
100236,48495,2024-11-21,return_pending
100237,43183,2024-08-29,return_pending
100238,37181,2024-12-09,return_pending
100239,32193,2024-06-28,shipped
100240,88949,2024-04-01,placed
100241,53272,2024-03-30,return_pending
100242,86008,2024-02-09,return_pending
100243,62724,2024-01-15,completed
100244,85674,2024-11-12,shipped
100245,6,2024-06-03,shipped
100246,80753,2024-01-20,return_pending
100247,31793,2024-05-18,returned
100248,17590,2024-01-04,return_pending
100249,23085,2024-03-03,completed
100250,94860,2024-07-07,placed
100251,67527,2024-02-09,completed
100252,15638,2024-12-28,returned
100253,95158,2024-05-21,return_pending
100254,57220,2024-01-03,returned
100255,41044,2024-01-25,placed
100256,7284,2024-04-11,completed
100257,38538,2024-01-03,placed
100258,54081,2024-09-09,placed
100259,2706,2024-11-17,returned
100260,73000,2024-07-29,completed
100261,12334,2024-11-03,return_pending
100262,84785,2024-09-10,returned
100263,85032,2024-04-07,completed
100264,8926,2024-03-12,returned
100265,82516,2024-08-30,shipped
100266,92145,2024-03-08,placed
100267,91005,2024-03-25,return_pending
100268,45062,2024-11-24,placed
100269,65728,2024-06-01,placed
100270,5851,2024-03-29,completed
100271,65263,2024-07-02,returned
100272,77356,2024-03-08,completed
100273,33209,2024-12-03,completed
100274,89175,2024-08-22,placed
100275,3500,2024-04-17,placed
100276,76458,2024-09-04,placed
100277,41714,2024-05-12,shipped
100278,80555,2024-09-07,completed
100279,34503,2024-05-06,placed
100280,72524,2024-03-31,placed
100281,95569,2024-02-08,shipped
100282,26011,2024-10-04,return_pending
100283,66090,2024-12-02,return_pending
100284,41712,2024-04-09,shipped
100285,19752,2024-03-27,placed
100286,11614,2024-11-03,returned
100287,87376,2024-06-11,return_pending
100288,58419,2024-01-07,completed
100289,41871,2024-10-16,placed
100290,58142,2024-10-31,return_pending
100291,60266,2024-05-14,placed
100292,17150,2024-01-22,placed
100293,13096,2024-04-25,completed
100294,84773,2024-10-11,placed
100295,54931,2024-11-16,completed
100296,67860,2024-03-08,completed
100297,45392,2024-12-01,placed
100298,43256,2024-03-14,return_pending
100299,35228,2024-06-09,placed
100300,29749,2024-09-11,return_pending
100301,26666,2024-10-30,return_pending
100302,75464,2024-07-12,placed
100303,23581,2024-10-23,placed
100304,98025,2024-12-18,shipped
100305,61231,2024-05-24,completed
100306,207,2024-06-11,return_pending
100307,71263,2024-07-18,shipped
100308,78603,2024-12-26,completed
100309,87272,2024-11-08,completed
100310,39841,2024-01-03,shipped
100311,89724,2024-09-15,returned
100312,11374,2024-04-14,returned
100313,98954,2024-12-23,return_pending
100314,42534,2024-08-04,placed
100315,34055,2024-08-24,shipped
100316,93432,2024-12-11,shipped
100317,77687,2024-10-02,completed
100318,50904,2024-02-18,placed
100319,5901,2024-11-27,returned
100320,74167,2024-06-06,shipped
100321,53592,2024-03-20,placed
100322,85331,2024-04-25,returned
100323,17621,2024-10-14,returned
100324,90811,2024-03-14,returned
100325,7273,2024-11-05,returned
100326,99732,2024-11-01,completed
100327,26544,2024-04-08,return_pending
100328,15588,2024-02-18,completed
100329,62431,2024-08-01,return_pending
100330,52334,2024-01-24,return_pending
100331,25151,2024-08-02,shipped
100332,42590,2024-05-19,return_pending
100333,7679,2024-01-23,shipped
100334,62842,2024-01-13,returned
100335,97869,2024-08-10,placed
100336,37125,2024-03-15,return_pending
100337,6725,2024-11-08,placed
100338,80082,2024-09-29,returned
100339,19555,2024-10-29,placed
100340,74679,2024-07-23,completed
100341,70453,2024-11-03,returned
100342,99571,2024-01-05,placed
100343,40179,2024-08-10,shipped
100344,33379,2024-09-11,returned
100345,90168,2024-10-10,shipped
100346,48605,2024-10-04,shipped
100347,83965,2024-10-31,placed
100348,48760,2024-10-29,return_pending
100349,30321,2024-09-18,completed
100350,96126,2024-09-01,placed
100351,47595,2024-08-04,completed
100352,58782,2024-09-18,placed
100353,5768,2024-09-04,returned
100354,25110,2024-08-09,shipped
100355,98031,2024-12-10,return_pending
100356,11373,2024-09-15,return_pending
100357,22443,2024-10-08,completed
100358,47398,2024-07-12,return_pending
100359,86078,2024-08-22,completed
100360,34948,2024-11-23,return_pending
100361,42582,2024-07-23,return_pending
100362,14788,2024-06-09,return_pending
100363,63742,2024-06-16,return_pending
100364,95063,2024-08-16,returned
100365,39879,2024-02-01,shipped
100366,54105,2024-12-12,placed
100367,5182,2024-08-01,returned
100368,44694,2024-05-12,placed
100369,59273,2024-07-30,returned
100370,82565,2024-04-28,placed
100371,70983,2024-05-15,placed
100372,70342,2024-03-22,placed
100373,55319,2024-05-22,completed
100374,40369,2024-02-20,completed
100375,3515,2024-03-07,returned
100376,30362,2024-03-01,returned
100377,51898,2024-01-29,return_pending
100378,8447,2024-12-19,completed
100379,88771,2024-09-08,return_pending
100380,20062,2024-12-12,returned
100381,68911,2024-12-03,shipped
100382,92607,2024-10-28,return_pending
100383,63375,2024-10-16,return_pending
100384,88705,2024-11-16,returned
100385,62873,2024-06-15,placed
100386,42762,2024-09-05,completed
100387,19966,2024-07-05,placed
100388,51998,2024-10-01,completed
100389,40387,2024-08-11,returned
100390,4942,2024-02-10,placed
100391,12987,2024-07-14,return_pending
100392,43455,2024-03-29,shipped
100393,37636,2024-09-26,shipped
100394,97227,2024-06-14,shipped
100395,79128,2024-11-01,completed
100396,30284,2024-06-19,placed
100397,93664,2024-01-04,return_pending
100398,36662,2024-01-08,shipped
100399,85557,2024-06-24,returned
100400,3826,2024-08-27,completed
100401,81915,2024-03-03,shipped
100402,84193,2024-11-13,placed
100403,26786,2024-03-29,completed
100404,31978,2024-09-13,returned
100405,35465,2024-09-20,placed
100406,3611,2024-08-06,placed
100407,20214,2024-10-04,completed
100408,1997,2024-07-08,returned
100409,23335,2024-03-13,return_pending
100410,68071,2024-08-06,placed
100411,79568,2024-04-27,placed
100412,9742,2024-09-27,completed
100413,63958,2024-07-27,placed
100414,43239,2024-08-07,placed
100415,31548,2024-09-29,completed
100416,29581,2024-08-25,return_pending
100417,36755,2024-11-04,return_pending
100418,68789,2024-08-11,returned
100419,61081,2024-03-05,completed
100420,91383,2024-06-02,return_pending
100421,48606,2024-11-07,return_pending
100422,93843,2024-03-12,return_pending
100423,7863,2024-04-12,return_pending
100424,7605,2024-06-03,returned
100425,91585,2024-05-27,shipped
100426,31522,2024-07-27,placed
100427,32172,2024-06-09,return_pending
100428,14600,2024-03-16,completed
100429,74196,2024-10-23,completed
100430,5045,2024-12-12,placed
100431,23113,2024-10-16,placed
100432,39079,2024-01-11,returned
100433,65794,2024-03-08,shipped
100434,24689,2024-06-21,return_pending
100435,95492,2024-02-25,shipped
100436,80736,2024-04-14,completed
100437,38727,2024-07-02,returned
100438,39458,2024-06-21,placed
100439,16644,2024-12-01,returned
100440,25547,2024-12-11,return_pending
100441,66512,2024-06-06,placed
100442,89424,2024-04-23,placed
100443,45734,2024-04-20,placed
100444,37428,2024-04-09,return_pending
100445,71889,2024-06-29,completed
100446,29069,2024-08-28,completed
100447,81215,2024-07-24,completed
100448,17119,2024-07-24,returned
100449,12717,2024-01-03,placed
100450,15147,2024-08-08,returned
100451,3680,2024-10-29,return_pending
100452,78260,2024-06-07,returned
100453,46636,2024-02-05,return_pending
100454,4855,2024-07-02,shipped
100455,154,2024-04-27,shipped
100456,70857,2024-08-29,completed
100457,35260,2024-10-19,shipped
100458,12365,2024-07-25,placed
100459,84453,2024-07-22,placed
100460,34337,2024-08-14,completed
100461,16523,2024-10-22,return_pending
100462,23891,2024-11-29,returned
100463,30533,2024-04-18,completed
100464,14146,2024-01-01,return_pending
100465,16845,2024-04-13,returned
100466,89141,2024-04-28,return_pending
100467,59918,2024-12-11,shipped
100468,33640,2024-02-29,placed
100469,89408,2024-03-08,shipped
100470,34879,2024-11-03,return_pending
100471,68655,2024-02-07,return_pending
100472,97565,2024-06-07,placed
100473,96869,2024-03-27,placed
100474,12567,2024-04-11,shipped
100475,8699,2024-05-15,returned
100476,62846,2024-05-01,completed
100477,23657,2024-11-30,return_pending
100478,96459,2024-01-06,shipped
100479,94315,2024-04-22,return_pending
100480,20899,2024-03-17,returned
100481,64757,2024-07-20,shipped
100482,96561,2024-06-03,placed
100483,48629,2024-09-08,returned
100484,86669,2024-11-16,completed
100485,26504,2024-10-22,shipped
100486,31503,2024-03-27,returned
100487,91296,2024-11-06,return_pending
100488,83726,2024-08-29,shipped
100489,35006,2024-10-13,shipped
100490,37231,2024-12-23,return_pending
100491,88913,2024-12-16,completed
100492,69992,2024-05-11,return_pending
100493,12613,2024-09-23,completed
100494,37882,2024-07-22,shipped
100495,49814,2024-07-05,placed
100496,64209,2024-04-07,completed
100497,87558,2024-03-21,completed
100498,93220,2024-02-27,shipped
100499,95592,2024-09-16,completed
100500,37767,2024-03-05,return_pending
100501,17751,2024-09-05,shipped
100502,46875,2024-10-21,return_pending
100503,87424,2024-03-15,shipped
100504,53211,2024-04-01,shipped
100505,26795,2024-10-11,return_pending
100506,52412,2024-05-24,shipped
100507,20226,2024-10-01,return_pending
100508,67797,2024-10-26,completed
100509,43694,2024-07-27,shipped
100510,95309,2024-05-08,completed
100511,11010,2024-01-05,completed
100512,25944,2024-08-31,returned
100513,83420,2024-08-03,shipped
100514,57021,2024-07-03,completed
100515,4690,2024-01-23,returned
100516,506,2024-04-07,shipped
100517,48813,2024-08-14,placed
100518,35711,2024-03-08,shipped
100519,46015,2024-04-20,shipped
100520,24106,2024-11-20,returned
100521,85832,2024-11-25,placed
100522,68022,2024-05-26,completed
100523,51824,2024-02-28,completed
100524,45590,2024-09-28,returned
100525,24048,2024-12-12,shipped
100526,99414,2024-02-27,placed
100527,88324,2024-05-15,completed
100528,95104,2024-11-06,completed
100529,88927,2024-09-26,shipped
100530,87443,2024-10-21,shipped
100531,36227,2024-03-30,return_pending
100532,62047,2024-09-11,placed
100533,20181,2024-06-02,shipped
100534,37963,2024-05-09,return_pending
100535,97096,2024-02-05,return_pending
100536,69445,2024-11-29,placed
100537,35378,2024-04-08,shipped
100538,94378,2024-08-01,returned
100539,80101,2024-12-10,return_pending
100540,82439,2024-08-17,shipped
100541,83438,2024-10-29,completed
100542,61236,2024-05-22,placed
100543,33416,2024-08-30,return_pending
100544,19731,2024-12-15,completed
100545,20522,2024-10-24,returned
100546,25898,2024-10-21,return_pending
100547,2775,2024-02-07,returned
100548,99416,2024-12-25,completed
100549,94521,2024-10-14,completed
100550,48686,2024-03-19,shipped
100551,29249,2024-10-02,shipped
100552,96932,2024-08-21,returned
100553,36683,2024-12-28,shipped
100554,68686,2024-08-18,completed
100555,26320,2024-02-11,completed
100556,56745,2024-10-08,placed
100557,13032,2024-08-16,completed
100558,52998,2024-06-23,placed
100559,92853,2024-12-17,completed
100560,71256,2024-02-11,return_pending
100561,30929,2024-09-11,completed
100562,15886,2024-03-31,placed
100563,57439,2024-04-25,return_pending
100564,45292,2024-12-28,return_pending
100565,36182,2024-09-04,shipped
100566,75715,2024-11-23,completed
100567,84600,2024-06-26,returned
100568,98224,2024-06-20,returned
100569,57217,2024-04-13,placed
100570,39920,2024-01-09,returned
100571,83436,2024-08-30,completed
100572,27187,2024-09-29,placed
100573,18990,2024-04-09,return_pending
100574,95317,2024-09-06,return_pending
100575,89762,2024-03-15,return_pending
100576,69396,2024-12-08,return_pending
100577,68105,2024-01-19,return_pending
100578,29964,2024-06-25,placed
100579,65673,2024-04-04,placed
100580,46628,2024-03-28,returned
100581,42309,2024-07-12,return_pending
100582,88784,2024-12-23,shipped
100583,26,2024-12-10,return_pending
100584,4423,2024-04-20,shipped
100585,87224,2024-03-08,placed
100586,94154,2024-05-26,completed
100587,37463,2024-11-01,return_pending
100588,24152,2024-09-16,completed
100589,2934,2024-06-30,shipped
100590,63926,2024-09-11,returned
100591,61300,2024-05-12,return_pending
100592,23199,2024-02-03,completed
100593,45845,2024-07-01,returned
100594,93725,2024-09-16,completed
100595,48642,2024-12-04,returned
100596,48306,2024-04-04,returned
100597,36783,2024-03-22,returned
100598,74680,2024-01-26,return_pending
100599,35796,2024-03-23,return_pending
100600,20504,2024-08-15,completed
100601,19938,2024-01-03,return_pending
100602,73877,2024-01-03,returned
100603,48167,2024-12-15,shipped
100604,15733,2024-04-04,completed
100605,85394,2024-06-15,completed
100606,17609,2024-11-10,returned
100607,84049,2024-11-06,return_pending
100608,54942,2024-04-16,return_pending
100609,92736,2024-08-21,return_pending
100610,15156,2024-10-28,placed
100611,2562,2024-01-19,completed
100612,18984,2024-08-17,completed
100613,23375,2024-11-20,return_pending
100614,17512,2024-08-31,returned
100615,9041,2024-10-01,shipped
100616,33753,2024-09-23,placed
100617,91535,2024-06-26,completed
100618,95695,2024-08-04,placed
100619,40275,2024-06-29,placed
100620,75633,2024-05-02,placed
100621,73285,2024-06-29,shipped
100622,19330,2024-08-15,return_pending
100623,84348,2024-05-21,placed
100624,32316,2024-05-23,return_pending
100625,38199,2024-02-28,completed
100626,104,2024-07-25,completed
100627,34737,2024-09-19,placed
100628,37331,2024-11-18,shipped
100629,96040,2024-08-28,shipped
100630,85324,2024-03-01,placed
100631,3342,2024-11-22,placed
100632,68202,2024-09-30,placed
100633,98867,2024-10-12,placed
100634,35541,2024-05-06,completed
100635,60082,2024-09-08,placed
100636,52804,2024-01-13,returned
100637,89170,2024-12-17,return_pending
100638,11282,2024-01-18,shipped
100639,34144,2024-08-20,shipped
100640,23150,2024-05-08,placed
100641,79548,2024-04-29,returned
100642,56254,2024-10-13,returned
100643,71054,2024-11-25,return_pending
100644,39249,2024-01-27,shipped
100645,539,2024-11-25,returned
100646,34230,2024-05-14,completed
100647,47275,2024-10-20,shipped
100648,9331,2024-10-02,returned
100649,6106,2024-02-17,placed
100650,80519,2024-09-23,completed
100651,46073,2024-09-16,returned
100652,26983,2024-05-23,return_pending
100653,54868,2024-09-30,return_pending
100654,36423,2024-01-29,placed
100655,74865,2024-10-31,return_pending
100656,58913,2024-10-10,returned
100657,79913,2024-03-10,returned
100658,14629,2024-02-10,shipped
100659,89539,2024-08-20,placed
100660,67720,2024-12-11,placed
100661,87050,2024-03-24,returned
100662,51997,2024-09-19,completed
100663,40780,2024-12-20,returned
100664,43946,2024-03-09,shipped
100665,7183,2024-04-17,shipped
100666,15509,2024-02-09,completed
100667,97334,2024-12-13,placed
100668,69613,2024-08-31,placed
100669,24222,2024-01-22,returned
100670,98656,2024-10-27,shipped
100671,41625,2024-10-20,placed
100672,79106,2024-06-27,placed
100673,19114,2024-03-11,shipped
100674,85228,2024-05-30,placed
100675,11320,2024-05-15,placed
100676,55306,2024-11-04,placed
100677,23762,2024-04-20,shipped
100678,78726,2024-06-22,completed
100679,65901,2024-04-10,returned
100680,46322,2024-09-09,return_pending
100681,22873,2024-02-08,completed
100682,64416,2024-01-27,shipped
100683,38906,2024-06-14,shipped
100684,30451,2024-10-11,placed
100685,61909,2024-11-27,return_pending
100686,5900,2024-08-15,return_pending
100687,26569,2024-06-27,return_pending
100688,13963,2024-05-31,returned
100689,91708,2024-12-19,shipped
100690,2248,2024-01-29,return_pending
100691,37614,2024-03-02,completed
100692,71240,2024-06-13,returned
100693,33455,2024-10-25,returned
100694,96638,2024-05-09,completed
100695,96448,2024-02-26,return_pending
100696,18362,2024-07-08,shipped
100697,9001,2024-04-24,return_pending
100698,79366,2024-02-16,placed
100699,47628,2024-10-27,shipped
100700,97511,2024-01-13,completed
100701,86176,2024-09-14,placed
100702,7449,2024-04-24,completed
100703,49711,2024-11-13,shipped
100704,55997,2024-08-15,completed
100705,36523,2024-01-09,completed
100706,68701,2024-02-08,completed
100707,87990,2024-04-23,returned
100708,94711,2024-09-18,return_pending
100709,31678,2024-12-07,returned
100710,16300,2024-01-21,completed
100711,35869,2024-04-04,return_pending
100712,55471,2024-08-09,return_pending
100713,2978,2024-12-05,return_pending
100714,42221,2024-11-30,placed
100715,72356,2024-06-15,shipped
100716,42412,2024-07-14,return_pending
100717,71402,2024-05-15,placed
100718,46540,2024-09-26,returned
100719,96914,2024-04-23,completed
100720,51578,2024-02-18,returned
100721,80380,2024-01-22,returned
100722,39073,2024-05-18,return_pending
100723,98760,2024-01-01,placed
100724,62522,2024-03-24,completed
100725,95604,2024-08-07,return_pending
100726,87309,2024-10-26,placed
100727,5368,2024-09-13,completed
100728,83256,2024-04-18,completed
100729,18034,2024-11-29,shipped
100730,90738,2024-04-07,shipped
100731,57753,2024-09-26,return_pending
100732,61135,2024-09-30,completed
100733,12165,2024-10-20,shipped
100734,27354,2024-03-10,placed
100735,3967,2024-03-12,returned
100736,93134,2024-08-10,completed
100737,59272,2024-12-01,returned
100738,68484,2024-12-18,shipped
100739,99494,2024-03-20,completed
100740,62239,2024-10-22,placed
100741,57880,2024-08-27,placed
100742,97109,2024-06-16,returned
100743,64605,2024-01-10,return_pending
100744,29596,2024-01-07,placed
100745,58681,2024-03-07,completed
100746,68537,2024-09-08,completed
100747,13364,2024-08-19,shipped
100748,1356,2024-02-21,completed
100749,27805,2024-08-09,return_pending
100750,5636,2024-01-11,completed
100751,85830,2024-05-27,return_pending
100752,38406,2024-04-20,shipped
100753,65617,2024-07-18,completed
100754,41034,2024-10-09,placed
100755,64074,2024-01-23,shipped
100756,25924,2024-07-13,returned
100757,37117,2024-02-21,returned
100758,89816,2024-01-14,return_pending
100759,47201,2024-12-13,returned
100760,64236,2024-11-26,return_pending
100761,15018,2024-04-12,placed
100762,65500,2024-12-13,completed
100763,4892,2024-08-30,returned
100764,54342,2024-09-18,completed
100765,18858,2024-09-15,completed
100766,33102,2024-05-28,completed
100767,46886,2024-01-18,returned
100768,16871,2024-03-30,completed
100769,26324,2024-05-01,returned
100770,41652,2024-07-22,placed
100771,74601,2024-07-07,completed
100772,81267,2024-05-15,return_pending
100773,46710,2024-05-13,shipped
100774,59,2024-04-11,return_pending
100775,84349,2024-12-06,completed
100776,51918,2024-08-22,returned
100777,72359,2024-01-16,completed
100778,52615,2024-06-17,shipped
100779,32904,2024-03-05,returned
100780,14004,2024-09-14,placed
100781,3635,2024-11-19,shipped
100782,76962,2024-05-25,return_pending
100783,38512,2024-09-20,completed
100784,85086,2024-07-01,shipped
100785,83389,2024-03-28,returned
100786,10069,2024-03-12,return_pending
100787,64167,2024-03-29,return_pending
100788,73281,2024-01-26,return_pending
100789,21345,2024-12-07,placed
100790,94235,2024-01-13,returned
100791,35626,2024-03-19,shipped
100792,59468,2024-08-17,shipped
100793,43968,2024-11-06,shipped
100794,71736,2024-09-09,shipped
100795,32838,2024-11-07,returned
100796,31634,2024-04-28,return_pending
100797,3431,2024-11-19,returned
100798,98945,2024-09-15,returned
100799,42877,2024-09-11,shipped
100800,20179,2024-11-16,shipped
100801,36213,2024-08-18,returned
100802,15066,2024-10-27,placed
100803,35606,2024-01-25,return_pending
100804,99237,2024-05-27,completed
100805,42678,2024-02-14,completed
100806,5516,2024-02-04,returned
100807,59104,2024-04-14,shipped
100808,28302,2024-04-06,placed
100809,89800,2024-08-24,completed
100810,47389,2024-07-31,completed
100811,14626,2024-06-06,placed
100812,45254,2024-09-18,shipped
100813,9408,2024-08-30,return_pending
100814,70105,2024-01-05,shipped
100815,32615,2024-07-27,return_pending
100816,5931,2024-06-27,completed
100817,81465,2024-02-17,return_pending
100818,24514,2024-03-20,return_pending
100819,36251,2024-02-06,placed
100820,70883,2024-10-22,shipped
100821,49633,2024-10-10,placed
100822,1368,2024-11-14,shipped
100823,13627,2024-06-20,returned
100824,4365,2024-11-03,completed
100825,19855,2024-11-11,returned
100826,11530,2024-05-05,returned
100827,3670,2024-03-30,completed
100828,53687,2024-12-19,return_pending
100829,26257,2024-02-10,returned
100830,35554,2024-10-17,return_pending
100831,8676,2024-03-12,completed
100832,34183,2024-02-17,completed
100833,10970,2024-08-05,completed
100834,97909,2024-07-28,shipped
100835,83867,2024-04-15,return_pending
100836,43044,2024-03-28,placed
100837,35060,2024-03-19,shipped
100838,85312,2024-08-24,returned
100839,49542,2024-12-14,placed
100840,5909,2024-07-24,placed
100841,12015,2024-02-06,return_pending
100842,88393,2024-01-19,return_pending
